,DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,NR_TURNO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,TP_ABRANGENCIA,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,CD_CARGO,DS_CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_VOTO_EM_TRANSITO,QT_VOTOS_NOMINAIS
6394130,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24139,FLORESTA,72,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,6
6396694,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24490,ITAÍBA,143,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,252
6396700,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,3,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,1441
6398531,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25496,SANTA CRUZ DO CAPIBARIBE,109,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,5
6398898,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23310,BELÉM DO SÃO FRANCISCO,73,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,97
6399659,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24074,FEIRA NOVA,135,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,173
6400374,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25135,PAULISTA,146,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,731
6400399,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25739,SÃO LOURENÇO DA MATA,13,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,1032
6400757,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24015,CUSTÓDIA,65,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,1
6401133,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23817,CARUARU,105,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,2004
6401136,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25038,PANELAS,47,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,180
6401855,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24155,FREI MIGUELINHO,46,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,226
6401874,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25771,SERRA TALHADA,71,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,299
6401884,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25151,PEDRA,58,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,117
6404065,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23671,CALUMBI,108,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,20
6404814,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25992,TAQUARITINGA DO NORTE,51,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,445
6405544,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23817,CARUARU,106,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,2226
6405556,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25950,TACARATU,89,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,75
6407048,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25976,ITAMBÉ,27,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,324
6407052,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24970,OURICURI,82,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,261
6407785,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23892,CHÃ GRANDE,31,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,286
6409249,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23817,CARUARU,41,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,797
6410333,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,1,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,48
6410334,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25216,PETROLINA,83,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,26
6410335,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26298,CAMARAGIBE,127,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,23
6410714,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26310,ABREU E LIMA,119,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,827
6410726,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23159,ALTINHO,48,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,204
6410730,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23493,BREJINHO,99,1,Presidente,280000602477,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GERALDO ALCKMIN,#NULO#,12,APTO,2,DEFERIDO,Coligação,45,PSDB,Partido da Social Democracia Brasileira,280000050070,PARA UNIR O BRASIL,PSDB / PTB / PP / PR / DEM / SOLIDARIEDADE / PPS / PRB / PSD,4,NÃO ELEITO,N,41
6414770,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25895,SURUBIM,34,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,11
6415510,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,5,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,51
6438738,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24996,PALMARES,37,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,132
6438741,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24457,IPUBI,133,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,48
6446708,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25011,PALMEIRINA,59,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,16
6450352,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25739,SÃO LOURENÇO DA MATA,13,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,379
6459677,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24112,FLORES,67,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,14
6466790,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23892,CHÃ GRANDE,31,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,62
6466813,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23230,ARCOVERDE,57,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,275
6467544,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25038,PANELAS,47,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,47
6471829,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25216,PETROLINA,145,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,211
6471832,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25453,SALOÁ,136,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,23
6472751,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23256,BARRA DE GUABIRABA,39,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,1
6472755,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24759,LAJEDO,94,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,1
6478498,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23574,CABO DE SANTO AGOSTINHO,15,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,18
6494395,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23248,MANARI,63,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,28
6494398,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25674,SÃO JOSÉ DA COROA GRANDE,42,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,2
6495536,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24910,OLINDA,117,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,701
6504888,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23418,BOM CONSELHO,61,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,173
6504895,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25852,MOREILÂNDIA,79,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,7
6505598,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24171,GAMELEIRA,28,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,35
6553878,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24910,OLINDA,117,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,37
6554571,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26034,TERRA NOVA,78,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,3
6563356,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,30015,FERNANDO DE NORONHA,4,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,2
6567015,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24570,JABOATÃO DOS GUARARAPES,147,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,30
